"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","すごい、お見事です……！！","대단하다, 훌륭하다……!","","False","103203034","",""
"","そんなに小さくなりながらも、ブーツの入り口にまでたどり着くなんて……","그렇게 작아지면서도 부츠의 입구까지 도달할 수 있다니……","","False","103203035","",""
"","ふふ、惚れてしまいそう。","후후, 반할 거 같네요.","","False","103203036","",""
"","でも約束は約束ですから、ブーツの中で飼うのはやめてあげますね。","하지만 약속은 약속이니까, 부츠 안에 가둬 두는 건 그만할게요.","","False","103203037","",""
"","……もし[player][kun]が負けていたら本当に飼うつもりだったのか、ですか？","…… 만약 [player][kun]이 졌다면 정말 키울 생각이었나구요?","","False","103203038","",""
"","さあ、それはどうでしょう……？","글쎄요, 그건 어떨까요?","","False","103203039","",""
"","でも、もし私の靴や身体に住みたくなったらまたいつでもいらしてくださいね。","하지만 내 신발이나 몸에 살고 싶으면 언제든 다시 오세요.","","False","103203040","",""
"","大切に飼って差し上げますから……ふふっ","소중히 키울게요…… 후훗!","","False","103203041","",""
"","それでは、ごきげんよう。","그럼 안녕히 계세요.","","False","103203042","",""
"","残念でした。これで[player][kun]は私のものです……！","아쉽네요. 이걸로 [player][kun]은 제 것이에요……!","","False","103203101","",""
"","……ふふ、こんなに小さくなると、[player][kun]を取り出すことも難しいかもしれませんね。","…… 후후, 이렇게 작아지면 [player][kun]을 꺼내기도 어려울 것 같네요.","","False","103203102","",""
"","[player][kun]は一生、私の靴の中で生きていくんです。","[player][kun]은 평생 내 신발에 살게 될 거에요.","","False","103203103","",""
"","ずっとずっと、私のにおいに包まれて、小さくなり続けるんです。","계속 내 냄새에 둘러싸여 계속 작아지는 거죠.","","False","103203104","",""
"","あなたから見た私が、山よりも、星よりも、宇宙よりも大きくなってもずっとずっと。","당신이 보기에 내가 산보다, 별보다, 우주보다 더 커져도 계속 커질 거에요.","","False","103203105","",""
"","………………。","……………….","","False","103203106","",""
"","ふふ、冗談ですよ！","후후, 농담이에요!","","False","103203107","",""
"","どうです、怖かったですか？","어때요, 무서웠어요?","","False","103203108","",""
"","それとも、興奮しましたか？","아니면 흥분했나요?","","False","103203109","",""
"","ふふ……いずれにせよ、あなたにはアリスちゃんもいますから。独り占めはいけません。","후후…… 어쨌든 당신에게는 앨리스가 있으니까요. 혼자만 독차지하면 안 되죠.","","False","103203110","",""
"","でも、一晩くらいならいいでしょうか……。","하지만 하룻밤 정도는 괜찮을까요…….","","False","103203111","",""
"","私の靴の中で、ゆっくりしていってくださいね。","내 신발 속에서, 천천히 놀다 가세요.","","False","103203112","",""
"","強烈な揺れがあなたを襲う。どうやらあなたを履いたまま、ガリヴァーが歩き始めたらしい。","강렬한 흔들림이 당신을 덮칩니다. 아무래도 당신을 신고 있는 채로 걸리버가 걷기 시작한 모양입니다.","","False","103203113","",""
"","彼女は本当にこの一晩、あなたをブーツに閉じ込めたまま日常生活を送るようだ。","그녀는 정말 하룻밤 동안 당신을 부츠에 가둬 두고 일상생활을 하는 것 같습니다.","","False","103203114","",""
"","あなたにできることと言えば、彼女があなたを靴の中に閉じ込めたことを忘れないよう祈るだけだった……。","당신이 할 수 있는 일은 그녀가 당신을 신발 속에 가둔 것을 잊지 않기를 기도하는 것뿐입니다…….","","False","103203115","",""
"","ガリヴァーの足が地面についた衝撃に打ち据えられ、あなたの意識は闇に溶けた。","걸리버의 발이 땅에 닿는 충격에 당신의 의식이 어둠에 녹아듭니다.","","False","103203116","",""
"","あ、みつけた！　こんなにちっちゃい……","아, 찾았다! 이렇게 작은……","","False","103203201","",""
"","へぇ、あなたが[player]くん？　ずいぶん気に入られてるみたいじゃない！","어머, 당신이 [player]군? 꽤나 마음에 들어하는 것 같네!","","False","103203202","",""
"","ずしーん、ずしーん！　あはは、にげろにげろー！","쿠웅, 쿠웅! 아하하하하, 도망쳐라 도망쳐!","","False","103203203","",""
"","私たちから逃げられるかしら？","우리한테서 도망칠 수 있을까?","","False","103203204","",""
"","ガリヴァーちゃんのためだよ、悪く思わないでね！","걸리버를 위한 것이니 나쁘게 생각하지 말아주세요!","","False","103203205","",""
"","私も、自分よりちっちゃい小人さんが欲しいなー","나도 나보다 작은 난쟁이가 있었으면 좋겠다!","","False","103203206","",""
"","つかまえちゃうぞー！","잡아버린다!","","False","103203207","",""
"","うーん、むにゃむにゃ……","으응, 음냐음냐……","","False","103204001","",""
"","……お手洗い","…… 화장실","","False","103204002","",""
"","…………。","………….","","False","103204003","",""
"","んー……面倒ですし、この中にしちゃいましょうか……","음……. 귀찮은데, 이 안에 해버릴까요……","","False","103204004","",""
"","んっ……","응……","","False","103204005","",""
"","ガリヴァーの秘部がボトルの口にあてがわれる。このままでは、そこから注ぎ込まれた液体で溺れてしまうかもしれない……！","걸리버의 음부가 병의 입구에 닿습니다. 이대로 가다가는 거기서 쏟아지는 액체에 익사할지도 모릅니다 ……!","","False","103204006","",""
"","助けを求めますか？","도움을 요청하시겠습니까?","","False","103204007","",""
"","はい","네","","False","103204008","",""
"","いいえ","아니오","","False","103204009","",""
"","あなたはガリヴァーに助けを求めた……！","당신은 걸리버에게 도움을 요청했습니다……!","","False","103204010","",""
"","えっ！？　[player][kun]！？　どこですか……！？","어! [player][kun]! 어디인가요……!","","False","103204011","",""
"","まさか……っ！","설마……!","","False","103204012","",""
"","あ、ダメです、間に合いませんっ……出しちゃいますね……！","아, 안 돼요, 못하겠어요…… 싸버려요……!","","False","103204013","",""
"","はぁぁ…………。","하아………….","","False","103204014","",""
"","[player][kun]が中にいるのに……","[player][kun]이 안에 있는데……","","False","103204015","",""
"","……けど、これはこれで、興奮しますね。","…… 하지만 이건 정말 흥분되네요.","","False","103204016","",""
"","ふふ、こうなったら最後の一滴まで浴びせて差し上げましょう……","후후, 이렇게 된 이상 마지막 한 방울까지 다 쏟아부어 줄게요……","","False","103204017","",""
"","んっ……んぅ……","읏…… 으읏……","","False","103204018","",""
"","はぁ……","하아……","","False","103204019","",""
"","後はこれを小さくして捨てるだけ……って、あら？","이제 이것만 작게 만들어서 버리기만 하면…… 어머나?","","False","103204020","",""
"","なんか浮いて……って、[player][kun]！？","뭔가 떠다니는 ……데, [player][kun]!?","","False","103204021","",""
"","大丈夫ですか？　水圧でバラバラになったり……してないですね。よかった……。","괜찮으세요? 수압에 부서지거나…… 하지 않았네요. 다행이네요…….","","False","103204022","",""
"","もう、なんでそんなところにいるんですか？","왜 그런 곳에 있는 거죠?","","False","103204023","",""
"","わ、私は……その、あちらの世界ではこういう処理方法もあると聞いたので……","저, 저는 …… 저기, 저쪽 세계에서는 이런 처리 방법도 있다고 들어서……","","False","103204024","",""
"","その、えっと…………はい、私の落ち度です。","그, 음, ………… 네, 제 잘못이에요.","","False","103204025","",""
"","お詫びと言ってはなんですが、きれいにしてあげますからお風呂に行きましょう？","사과라고 하기는 좀 그렇고, 제가 깨끗이 씻겨줄 테니 목욕하러 갈까요?","","False","103204026","",""
"","はぁ……極楽極楽……","하아…… 극락이네 극락……","","False","103205001","",""
"","こうしてお風呂に入れるのも、親友の香ちゃんのおかげなんですけどね……","이렇게 목욕을 할 수 있는 것도 친한 친구인 카오리쨩 덕분이에요……","","False","103205002","",""
"","ちょっと抜けてるところもあるけど、優秀でいい子なんですよー","조금 모자란 부분이 있지만, 우수하고 착한 아이예요~!","","False","103205003","",""
"","……きっと、[player][kun]もそのうち会えると思います。","…… 분명 [player][kun]도 조만간 만날 수 있을 것 같아요.","","False","103205004","",""
"","……ところで。せっかくのお風呂なので、ちょっと遊びませんか？","…… 그런데. 모처럼의 목욕이니 조금 놀아볼까요?","","False","103205005","",""
"","ほら、見てください。島が二つできたでしょう？","자, 보세요. 섬이 두 개가 생겼죠?","","False","103205006","",""
"","ふふ、ここまで来れますか……？","후후, 여기까지 올 수 있나요……?","","False","103205007","",""
"","水中にいる間は、徐々にＭＰゲージを消費します。ＭＰゲージが０になると力尽きて溺れてしまうので注意しましょう。","물속에 있는 동안에는 점차적으로 MP를 소모하게 되는데, MP가 바닥나면 익사할 수 있으니 주의해야 합니다.","","False","103205008","",""
"","また、水中にいるときは上下の進行方向がカメラの向きになります。","또한, 물속에 있을 때는 시점의 방향이 상하 이동 방향이 됩니다.","","False","103205009","",""
"","ふふ、よくできました。[player][kun]は無事、ガリヴァーちゃんのお尻島に漂着しましたね。","후후, 잘했어요. [player][kun]은 무사히 걸리버의 엉덩이 섬에 표류했네요.","","False","103205010","",""
"","ところが、ほっと息をついたのもつかの間、天変地異です……！！","하지만 안도의 한숨을 내쉬는 것도 잠시, 천지개벽이 일어났다……!!","","False","103205011","",""
"","ふふ、ガリヴァーちゃんのお尻島は海の底に沈んでしまいました。","후후, 걸리버의 엉덩이 섬은 바다 밑바닥에 가라앉고 말았어요.","","False","103205012","",""
"","代わりに新しい島が見えますね……？","대신 새로운 섬이 보이네요……?","","False","103205013","",""
"","さあ、いらっしゃい？","자, 어서 오세요?","","False","103205014","",""
"","そう、こっちですよー","네, 이쪽이에요~!","","False","103205015","",""
"","お膝の上で休憩ですか？","무릎 위에서 쉬고 계신가요?","","False","103205016","",""
"","でも、そこは危ないですよー！","하지만 거기는 위험해요!","","False","103205017","",""
"","ほら、大波です！","자, 큰 파도입니다!","","False","103205018","",""
"","あはは、簡単に流れちゃいましたね！","아하하, 쉽게 흘러가 버렸네요!","","False","103205019","",""
"","私はただ、手を動かしただけなのに……！","나는 그저 손을 움직였을 뿐인데……!","","False","103205020","",""
"","さ、残り半分くらいでしょうか？　頑張りましょう！","자, 이제 절반 정도 남았나요? 열심히 해봅시다!","","False","103205021","",""
"","そう、よくできました……！","그래요, 잘했어요……!","","False","103205022","",""
"","こうして、[player][kun]はなんとか陸地にたどり着くことができたのでした……！","이렇게 [player][kun]은 무사히 육지에 도착할 수 있었습니다……!","","False","103205023","",""
"","柔らかくて、暖かいその島で暫しの休息をとった[player][kun]でしたが……","부드럽고 따뜻한 그 섬에서 잠시 휴식을 취한 [player][kun]이었지만……","","False","103205024","",""
"","ところが、この島は悪い女巨人のおっぱいだったのです！！","그런데 이 섬은 나쁜 여자 거인의 가슴이었습니다!!","","False","103205025","",""
"","さあ大変！　早く逃げなきゃ、巨人につかまってしまいます！","자, 위험해! 빨리 도망치지 않으면 거인에게 잡혀버려요!","","False","103205026","",""
"","……というわけで、ステージを用意しましたよ！","…… 그런 이유로, 무대를 준비했습니다!","","False","103206001","",""
"","ふふ、私が普段入浴するときに使うオモチャたちです。","후후, 제가 평소 목욕할 때 사용하는 장난감들이에요.","","False","103206002","",""
"","アンカーは使えるようにしておきましたので、一番向こうのお舟まで逃げてください。","앵커는 사용할 수 있도록 준비해 두었으니 가장 먼 쪽 배로 도망치세요.","","False","103206003","",""
"","私は、適当に[player][kun]を追い立てますので。","저는 적당히 [player][kun]을 쫓아낼 테니까요.","","False","103206004","",""
"","それでは、スタートです！","자, 이제 시작이에요!","","False","103206005","",""
"","[player][kun]、[player][kun]！","[player][kun], [player][kun]!","","False","103206006","",""
"","見てください！","보세요!","","False","103206007","",""
"","あれー？　逃げなくていいんですか？","어라? 도망치지 않아도 되나요?","","False","103206008","",""
"","このままだと、悪い女巨人がお船を沈めちゃいますよー？","이대로라면 나쁜 여자 거인이 배를 가라앉혀 버릴지도 몰라요~?","","False","103206009","",""
"","こんなにちっちゃなお舟なんて、私のおっぱいに比べれば……","내 가슴에 비하면 이렇게 작은 배는……","","False","103206010","",""
"","えいっ！","에잇!","","False","103206011","",""
"","ふふ、悪い女巨人のおっぱいで船が沈んじゃいました……！！","후후, 나쁜 여자 거인의 가슴에 배가 가라앉았어요……!","","False","103206012","",""
"","さっきまで、[player][kun]が乗っていたお舟ですよ……！","방금까지 [player][kun]이 타고 있던 배입니다……!","","False","103206013","",""
"","急がないと、次のお舟も……","서두르지 않으면 다음 배도……","","False","103206014","",""
"","えいっ！","에잇!","","False","103206015","",""
"","えへへ……挟んじゃいました。","에헤헤 …… 끼워 넣었네요.","","False","103206016","",""
"","[player][kun]、このお舟がこれからどうなるかわかりますか……？","[player][kun], 이 배가 앞으로 어떻게 될지 아시나요……?","","False","103206017","",""
"","ふふ、わかりますね？","후후, 알겠죠?","","False","103206018","",""
"","こう、なるんです！　ずりずりー","이렇게, 됩니다! 꾸욱꾸욱~","","False","103206019","",""
"","あーあ、粉々です。","아, 산산조각이 났어요.","","False","103206020","",""
"","んー、この船ももう要りませんね？","음, 이 배도 이제 필요 없겠죠?","","False","103206021","",""
"","どしーん！","첨버엉!","","False","103206022","",""
"","ふふ、私のおっぱいの勝ちです！","후후, 내 가슴이 이겼어요!","","False","103206023","",""
"","今度は大海原の怪物、リヴァイアサンが現れました……！　キャー！","이번에는 대양의 괴물, 리바이어던이 나타났다 ……! 캬오!","","False","103206024","",""
"","リヴァイアサンは船にかみつくと……","리바이어던이 배에 달라붙으면……","","False","103206025","",""
"","簡単にかみ砕いてしまいました！！","간단하게 물어 뜯어 버렸습니다!","","False","103206026","",""
"","なんて恐ろしいのでしょう……！","얼마나 무서운지……!","","False","103206027","",""
"","果たして[player][kun]はこの魔の海域から逃げることができるのでしょうか……？","과연 [player][kun]은 이 악마의 바다에서 벗어날 수 있을까요……?","","False","103206028","",""
"","ふふ、今度は太ももで……えいっ！","후후, 이번엔 허벅지로 …… 에잇!","","False","103206029","",""
"","ずりずり……小麦粉みたいにしちゃいます……！","꾸욱꾸욱…… 밀가루처럼 만들어버려요……!","","False","103206030","",""
"","どうですか？　私のむちむちの太ももがお舟を食べちゃうところ……","어떻게 생각하세요? 내 포동포동한 허벅지가 배를 먹어치우는 거……","","False","103206031","",""
"","本当は[player][kun]もここに挟まれたかったかもしれませんね。","사실 [player][kun]도 여기에 끼고 싶었을지도 모르겠네요.","","False","103206032","",""
"","でも、それを我慢してよく頑張りました。","하지만 참으면서 잘 버텨냈네요.","","False","103206033","",""
"","[player][kun]、脱出成功です！","[player][kun], 탈출 성공입니다!","","False","103206034","",""
"","とはいえ、そこも私の体のすぐ上なんですよねー","하지만 그곳도 내 몸 바로 위에 있는 거죠~!","","False","103206035","",""
"","ほら、つかまえた……！","자, 잡았어요……!","","False","103206036","",""
"","ふふ、巨人から逃げることなんて最初からできないんですよ……！","후후, 거인한테서 도망치는 건 처음부터 불가능해요……!","","False","103206037","",""
"","でも、頑張ったご褒美です。","하지만, 열심히 일한 보상이에요.","","False","103206038","",""
"","私の、秘密の場所で潰してあげますね……！","내, 비밀의 장소에서 부숴버릴게요……!","","False","103206039","",""
"","んっ……！","으읏……!","","False","103206040","",""
"","ふふ、楽しかったですね。","후후, 즐거웠어요.","","False","103206041","",""
"","もしよかったら、また一緒に遊びましょう。","괜찮으시면 또 같이 놀러 가요.","","False","103206042","",""
"","今度はお風呂じゃなくて、海でもいいかもしれませんけど……。","이번엔 목욕탕이 아니라 바다에서 하는 것도 좋을 것 같지만…….","","False","103206043","",""
"","さ、のぼせてしまう前に上がりましょう。","자, 이제 더 이상 지치기 전에 올라가요.","","False","103206044","",""
"","おや、[player][kun]。そのケーキが気になりますか？","어머, [player][kun]. 그 케이크가 궁금하시나요?","","False","104211001","",""
"","それはアリスちゃんの分です。","그것은 앨리스 양의 몫이에요.","","False","104211002","",""
"","それに、普通の小人さんがそれを食べるのはやめておいた方がいいですよ。","그리고 보통의 난쟁이님이 먹지 않는 것이 좋을 것 같네요.","","False","104211003","",""
"","それは私が品種改良中の特殊なケーキでして、[player][kun]さんのようなか弱い小人さんが食べるとどうなってしまうか……。","제가 품종 개량 중인 특수 케이크인데, [player][kun]씨처럼 몸이 약한 난쟁이님이 먹으면 어떻게 될지가…….","","False","104211004","",""
"","毒ではないのですが、その、副作用が大きくてですね……","독은 아니지만 부작용이 심해서요……","","False","104211005","",""
"","今はその調整をできるように改良中なのです。","지금은 그 조정을 할 수 있도록 개선 중이에요.","","False","104211006","",""
"","多分、家を壊さない程度にはなっているはず……。","아마 집을 망가뜨리지 않을 정도는 되었을 거에요…….","","False","104211007","",""
"","アリスちゃんにはじっけ……じゃなかった、味見をしてもらおうと思いましてね。","앨리스에게 실…… 시식, 맛보게 해주고 싶어서요.","","False","104211008","",""
"","そろそろ来ると思うので、私はお茶を入れてきますね。","이제 곧 올 것 같으니 저는 차를 끓여 올게요.","","False","104211009","",""
"","やっほー、ガリヴァー！　遊びに来たよー！","안녕, 걸리버! 놀러 왔어!","","False","104211010","",""
"","…………。","………….","","False","104211011","",""
"","あれー……いないんだ？　一緒にケーキ食べようって言ってたのに……。","어라~…… 없네? 같이 케이크 먹자고 했는데…….","","False","104211012","",""
"","代わりに[player][kun]がいるんだね。","대신 [player][kun]이 있네.","","False","104211013","",""
"","ガリヴァー、知らない？","걸리버, 몰라?","","False","104211014","",""
"","あなたはガリヴァーがお茶を入れに行ったこと、このケーキがアリスの分であることを話した。","당신은 걸리버가 차를 끓이러 갔다는 것과 이 케이크가 앨리스의 몫이라는 것을 이야기했습니다.","","False","104211015","",""
"","ふーん、すぐ戻ってきそうなら二人で先食べてよっか。[player][kun]にも分けてあげる。","흠, 금방 돌아올 것 같으면 둘이서 먼저 먹을까? [player][kun]에게도 나눠줄게.","","False","104211016","",""
"","あなたが制止する間もなく、アリスはフォークを手に取ってケーキを口に運んでしまった！！","당신이 제지할 틈도 없이 앨리스는 포크를 들고 케이크를 입에 넣었습니다!","","False","104211017","",""
"","ん……？","응……?","","False","104211018","",""
"","あ……このケーキってあのケーキ……！？","아 …… 이 케이크는 그 케이크……!","","False","104211019","",""
"","んっ！　体が、熱いよぉっ……！！","으음! 몸이, 뜨거워……!","","False","104211020","",""
"","だめだめだめ、小さくならなきゃ……！！","안 돼 안 돼, 작아져야지……!","","False","104211021","",""
"","っはぁ、はぁ……。","읏, 하아…….","","False","104211022","",""
"","の、のりこえた……","버, 버텼다……","","False","104211023","",""
"","し、信じられない！！　普通部屋の中で体がおっきくなるケーキ食べさせる！？","믿기지 않아! 보통의 방 안에서 몸이 커지는 케이크를 먹인다니!","","False","104211024","",""
"","[player][kun]……何か聞いてる？","[player][kun]…… 뭔가 들었어?","","False","104211025","",""
"","なんで、教えてくれなかったの？　ガリヴァーと組んでた？","왜 알려주지 않았어? 걸리버랑 한편이야?","","False","104211026","",""
"","……ガリヴァーと組んで悪だくみする[player][kun]なんて、こうしてあげる！！","…… 걸리버와 손잡고 악을 쓰는 [player][kun], 이렇게 해줄게!","","False","104211027","",""
"","あーん……","아~……","","False","104211028","",""
"","ふふ、そうだよ。食べられちゃうんだよ！","후후, 맞아. 먹혀버리는 거야!","","False","104211029","",""
"","あはは、いつもよりもおっきくなってるから、[player][kun]を口の中に入れても普通にしゃべれちゃうね","아하하, 평소보다 더 커져서 [player][kun]을 입에 넣어도 정상적으로 말할 수 있네?","","False","104211030","",""
"","飴玉みたいに舐めまわしちゃう……","사탕처럼 핥아먹어 버려야지……","","False","104211031","",""
"","[player][kun]、ここがどういう場所だかわかる？","[player][kun], 여기가 어떤 곳인지 알겠어?","","False","104211032","",""
"","食べ物が入ってきたら、ここで何されるか、わかるよね？","음식이 들어오면 여기서 무슨 짓을 당하는지 알겠지?","","False","104211033","",""
"","そう、くちゃくちゃって噛まれちゃうんだよ","그래, 엉망진창으로 씹혀버리는 거지!","","False","104211034","",""
"","私がちょっと噛むだけで、[player][kun]は死んじゃうの","내가 조금만 깨물어도 [player][kun]은 죽어버린다구!","","False","104211035","",""
"","どうお？　怖い？","어때요? 무서워요?","","False","104211036","",""
"","はい","네","","False","104211037","",""
"","いいえ","아니오","","False","104211038","",""
"","そうでしょー？　ここで[player][kun]をすり潰して、私の栄養にしてあげる……！","그렇죠~? 이 이빨로 [player][kun]을 갈아서 내 영양제로 만들어 줄게……!","","False","104211039","",""
"","ふーん？　じゃあ、怖くなる話してあげよっか。","흠? 그럼, 무서운 이야기를 해줄까?","","False","104211040","",""
"","[player][kun]、最近ガリヴァーと仲いいでしょ？","[player][kun], 요즘 걸리버와 친하게 지내고 있지 않아?","","False","104211041","",""
"","ガリヴァーは私の親友だけど……でもね","걸리버는 나의 가장 친한 친구…… 이지만","","False","104211042","",""
"","でも、妬かないわけじゃないんだよ？","하지만 부러워하지 않는 건 아니야?","","False","104211043","",""
"","乙女心をもてあそぶ悪い子にはお仕置きがいるよね……？","여자아이의 마음을 가지고 노는 나쁜 아이에게는 벌칙이 있어야지……?","","False","104211044","",""
"","岩のようなアリスの歯が、あなたの体を締め上げる。","바위 같은 앨리스의 이빨이 당신의 몸을 조여옵니다.","","False","104211045","",""
"","アリスはあなたの体から程よい弾力を感じて楽しんでいるようだが、そのたびに万力に挟まれたかのような衝撃があなたを襲う。","앨리스는 당신의 몸에서 적당한 탄력을 느끼며 즐거워하는 것 같지만, 그때마다 바이스에 끼인 듯한 충격이 당신을 덮칩니다.","","False","104211046","",""
"","んー、グミみたいで気持ちいい……けど……","으음, 구미 같아서 기분 좋네…… 하지만……","","False","104211047","",""
"","そろそろいっちゃおうか。","이제 그만 갈까?","","False","104211048","",""
"","アリスの顎が大きく開かれる。それはまるで、振り上げられた処刑斧のようで……","앨리스의 턱이 크게 벌어집니다. 그것은 마치 휘두른 처형 도끼와 같아서……","","False","104211049","",""
"","容赦なくあなたの体に襲い掛かった！！","무자비하게 당신의 몸을 공격해옵니다!!","","False","104211050","",""
"","……なーんてね！","……라고 할까!","","False","104211051","",""
"","ふふ、本当に潰されちゃうかと思った？","후후, 정말 씹어버릴 줄 알았어?","","False","104211052","",""
"","ま、そうしてもよかったんだけどねー","뭐, 그렇게 해도 좋았을 텐데~!","","False","104211053","",""
"","かわりに、もっとちっちゃくしてあげたよ！","대신 더 작게 만들어 줄게!","","False","104211054","",""
"","[player][kun]には、もっと私の口の中を楽しんでもらわないと……。","[player][kun]에게 내 입안을 더 즐기게 해줘야…….","","False","104211055","",""
"","……さっきの話、どこまで本気だったかは自分で考えてね。","…… 아까 얘기, 어디까지가 진심인지는 스스로 생각해봐.","","False","104211056","",""
"","ツバがたまってきちゃった……","침이 고여버렸어……","","False","104211057","",""
"","ふふ、ちょうどいいや。","후후, 딱 좋네.","","False","104211058","",""
"","ほあ、アいスひゃんのだえきぷーうだよ。","아, 에이스양에 히 우영양이아고. (역주: 앨리스쨩의 침 수영장이라고)","","False","104211059","",""
"","んー……んーん……","음~…… 으음~……","","False","104211060","",""
"","んふふ……","음후후……","","False","104211061","",""
"","アリスはただただ、唾液のプールに揺蕩うあなたの感触を楽しんでいるようだった。","앨리스는 그저 침 수영장에 흔들거리는 당신의 촉감을 즐기는 것 같았습니다.","","False","104211062","",""
"","右へ、左へ……。アリスの体温そのままの暖かな体液に揺られ、あなたはだんだんと眠くなってくる。","오른쪽으로, 왼쪽으로 ……. 앨리스의 체온 그대로의 따뜻한 체액에 몸을 맡기다 보면 점점 졸음이 몰려옵니다.","","False","104211063","",""
"","今まさに、食べられようとしているかもしれないのに。","지금 이 순간에도 먹힐지도 모르는데 말입니다.","","False","104211064","",""
"","それでもあなたが恐怖を覚えないのは、このアリスという少女への信頼が故かもしれない。","그럼에도 불구하고 당신이 두려움을 느끼지 않는 것은 앨리스라는 소녀에 대한 신뢰 때문일지도 모릅니다.","","False","104211065","",""
"","彼女ならきっと、あなたを悪いようにはしないはず……","그녀는 분명 당신을 좋지 않게 만들지 않을 것입니다……","","False","104211066","",""
"","……はずなのだけれど。","지금쯤 앨리스쨩이…….","","False","104211067","",""
"","きゃ！　アリスちゃんもう食べちゃったんですね！？","키얏! 앨리스가 벌써 먹어 버렸군요!","","False","104211068","",""
"","んぐっ！？　ガリヴァ……あっ！！","으긋! 걸리버…… 앗!","","False","104211069","",""
"","アリスちゃん！？","앨리스쨩!?","","False","104211070","",""
"","どうしよ……[player][kun]、飲んじゃった……。","어떡하지 ……[player][kun], 삼켜버렸어 …….","","False","104211071","",""
"","[player][kun]、聞こえますか……！？","[player][kun], 들리세요……!","","False","104212001","",""
"","あなたはおそらく、今アリスちゃんの胃にいます。","당신은 아마 지금 앨리스의 뱃속에 있을 거에요.","","False","104212002","",""
"","この世界だから、食べられても復活はできるんだけど……","이 세상이라 먹혀도 부활할 수 있는 세상이긴 하지만……","","False","104212003","",""
"","復活したそばから再び消化される苦しみを味わうことになります。排泄されるまでの３７時間ほど。","부활하면 다시 소화되는 고통을 맛보게 될 거에요. 배설될 때 까지의 시간은 약 37시간 정도.","","False","104212004","",""
"","だから、何とかして助け出したいの！　そんなつもりじゃなかったの！！","그래서 어떻게든 도와주고 싶어요! 그런 의도는 아니었어요!","","False","104212005","",""
"","吐こうとしてもうまくできないよぉ……ええぇん……！！","토하려고 해도 잘 안 돼…… 후에엥……!","","False","104212006","",""
"","よしよし、泣かない泣かない……。","괜찮아요, 울지마요 울지마…….","","False","104212007","",""
"","大丈夫、私が助けに行きますよ。","괜찮을거에요, 제가 도와줄게요.","","False","104212008","",""
"","そんな、いいの？","그런, 괜찮아?","","False","104212009","",""
"","私も原因の一端ですからね。命綱を持って、アリスちゃんの中に入ります。","저도 그 원인 중 하나니까요. 생명줄을 들고 앨리스쨩 안으로 들어갈게요.","","False","104212010","",""
"","その間、[player][kun]はなるべく近くまで来て下さい","그 동안 [player][kun]은 최대한 가까이 오세요!","","False","104212011","",""
"","くれぐれも胃酸に落ちたりしないように。落ちれば、あっという間に溶けてしまいますよ。","위산에 떨어지지 않도록 주의하세요. 떨어지면 순식간에 녹아내려 버리니까요.","","False","104212012","",""
"","浮き沈みしている足場もある。不安定な足場に乗ったら沈む前に次を目指したほうがよさそうだ……。","흔들림이 심한 발판도 있어요. 불안정한 발판에 올라타면 가라앉기 전에 다음 발판을 노리는 것이 좋을 것 같아요…….","","False","104212013","",""
"","んぐ……","꿀꺽……","","False","104212014","",""
"","いいですか、こんな感じで私が３回強く紐を引っ張ったのを感じたら引いてください。","이렇게 내가 줄을 몇 번 세게 잡아당기는 느낌이 들면 당겨주세요.","","False","104212015","",""
"","ん……！","응……!","","False","104212016","",""
"","では、行ってきます！","그럼, 가볼게요!","","False","104212017","",""
"","お、おえー……","오, 오에……","","False","104212018","",""
"","吐けそうなら吐いちゃっても大丈夫ですよ？","토할 것 같으면 토해도 괜찮아요?","","False","104212019","",""
"","うぅー……","우우……","","False","104212020","",""
"","きゃっ！？　急に姿勢を変えないで……なるべくじっとしててください！","꺄악! 갑자기 자세를 바꾸지 말고…… 가급적 가만히 계세요!","","False","104212021","",""
"","あぅ……","아아……","","False","104212022","",""
"","[player][kun]、大丈夫ですか？　まだ溶けてないですよね？","[player][kun], 괜찮아요? 아직 녹지 않았죠?","","False","104212023","",""
"","よっ……と","읏챠……","","False","104212024","",""
"","さすがに、体内とだけあってすごいにおいですね……","역시 몸속이라서 그런지 냄새가 대단하네요……","","False","104212025","",""
"","えーっと、[player][kun]は……","음, [player][kun]은……","","False","104212026","",""
"","あ、そこですね。今助けに……","아, 저기 있네요. 지금 도와줄게요……","","False","104212027","",""
"","行きたいところ、なんですけど……","가고 싶긴 하지만……","","False","104212028","",""
"","すみません。命綱の長さが足りないみたいです……。","미안해요. 생명줄의 길이가 부족한 것 같아요…….","","False","104212029","",""
"","ここまでこれますか？","여기까지 올 수 있나요?","","False","104212030","",""
"","浮いている足場を伝ってガリヴァーの元へとたどり着きましょう。","떠다니는 발판을 통해 걸리버에게 다가갈 수 있습니다.","","False","104212031","",""
"","そう、いい感じですよ……！","네, 좋은 느낌이에요……!","","False","104212032","",""
"","それにしても……アリスちゃん、けっこう悪食ですね……町とかも食べてる。","그런데…… 앨리스쨩, 꽤나 가리지 않고 먹네요…… 마을도 먹었어요.","","False","104212033","",""
"","さっきも言ったように、私たちの胃はたいていの物は消化できてしまうので問題ないのですが……。","아까도 말했듯이 우리 위장은 웬만한 것은 다 소화할 수 있기 때문에 문제없지만…….","","False","104212034","",""
